doctor_id,department_id,day_of_week,appointment_hour,patients_ahead,queue_length,average_consultation_time,appointments_scheduled,historical_average_wait,waiting_time_minutes
1,2,3,10,8,11,16.2,20,117.5,145.7
4,4,1,14,8,12,19.0,23,129.5,158.7
9,5,6,14,4,9,21.6,19,70.7,88.6
1,4,5,14,8,11,16.1,28,107.3,134.4
4,4,2,14,9,14,19.2,33,140.4,170.9
6,2,1,9,12,14,16.8,30,175.7,180.0
6,3,2,17,14,16,13.2,25,161.4,180.0
8,5,1,10,5,8,18.5,17,75.7,114.8
1,2,2,17,14,19,13.3,11,157.9,180.0
7,4,5,16,4,6,16.1,32,55.0,72.7
1,2,3,10,12,15,15.5,34,155.4,180.0
7,3,4,9,2,7,12.5,16,16.0,27.1
3,5,2,16,10,13,21.9,28,185.9,180.0
8,3,5,17,10,15,11.6,16,97.6,138.2
3,1,2,16,7,9,9.3,24,54.3,63.9
1,5,3,11,3,6,20.5,17,52.9,71.9
8,3,2,16,9,11,13.3,23,106.1,137.1
3,4,5,10,12,15,19.7,10,200.5,180.0
2,5,6,14,14,15,21.2,22,252.9,180.0
1,5,5,14,12,14,19.7,12,203.2,180.0
3,2,0,15,2,4,15.5,30,28.1,33.7
2,4,3,17,12,16,19.4,15,196.3,180.0
2,1,6,11,5,7,10.0,28,42.6,66.8
6,3,0,10,7,12,10.9,24,66.3,101.2
1,2,3,10,12,15,13.7,13,136.1,180.0
2,3,6,12,14,15,10.0,30,122.8,168.3
6,1,2,8,8,13,10.9,12,78.2,96.0
3,1,6,17,13,18,8.4,13,91.1,131.1
4,5,5,10,5,10,19.0,14,81.2,124.7
1,1,0,13,4,9,9.2,27,33.2,46.8
8,3,2,10,11,12,12.2,34,112.8,159.0
7,4,5,12,10,14,17.6,19,151.0,180.0
7,4,3,16,1,3,18.7,17,16.4,20.5
3,5,6,9,1,6,18.2,21,11.1,15.2
10,3,5,9,8,10,10.5,31,72.7,89.1
10,3,2,13,1,3,12.0,12,6.9,16.6
3,1,0,13,1,6,9.3,27,10.8,10.8
2,3,0,15,2,6,11.2,32,17.0,24.4
1,2,6,9,2,4,13.3,17,22.1,34.6
7,1,5,16,3,6,11.6,10,33.7,35.5
7,2,2,9,6,8,15.8,23,81.9,90.3
2,5,1,8,8,13,18.5,31,122.5,149.8
7,4,3,17,1,2,16.3,32,10.8,12.7
8,5,3,9,3,5,21.9,22,54.0,69.7
1,4,2,14,8,12,18.7,34,128.5,154.4
9,5,1,15,13,16,19.7,21,218.4,180.0
7,3,0,12,1,4,12.8,12,8.4,22.8
3,2,6,13,9,10,16.0,27,119.1,146.5
8,4,4,8,10,11,19.1,30,163.4,180.0
7,1,4,13,12,14,9.9,22,100.6,143.9
8,2,6,15,0,5,14.7,24,6.5,0.7
6,1,2,10,9,13,8.0,19,61.6,92.7
9,2,1,8,7,10,16.7,10,104.8,121.0
5,2,1,11,8,9,15.4,15,101.3,150.0
3,5,3,8,6,10,18.8,18,91.2,111.6
3,4,0,15,7,12,19.7,19,113.7,150.9
1,4,5,12,3,6,19.7,24,53.7,69.3
8,2,1,8,3,6,17.0,18,48.5,50.3
2,3,6,15,12,17,13.5,32,135.3,168.4
3,3,5,16,1,4,14.0,23,10.5,16.5
8,1,4,17,7,12,9.0,20,49.9,84.9
8,1,5,9,14,17,11.4,16,129.9,166.0
4,5,0,16,10,12,21.3,33,183.1,180.0
4,2,6,15,1,6,13.9,11,12.5,15.5
5,1,0,14,8,12,8.4,23,57.1,76.8
6,1,5,10,13,15,11.9,15,127.5,180.0
5,2,2,9,3,7,14.2,14,41.1,39.6
7,5,1,14,0,3,21.5,14,0.0,1.8
2,1,6,12,12,16,8.0,28,83.4,116.4
7,5,2,13,3,5,18.1,28,41.8,60.6
10,4,5,11,2,7,17.9,15,29.8,38.8
7,5,1,9,11,12,19.0,19,178.1,180.0
1,3,3,16,5,9,12.8,32,55.2,81.9
7,3,2,10,6,7,12.3,23,63.0,84.4
5,5,2,14,7,11,18.3,26,110.4,132.7
3,3,5,15,1,5,10.7,12,5.7,8.3
3,4,4,9,5,10,17.6,10,75.2,96.1
4,2,5,13,14,17,13.7,19,163.9,180.0
2,3,2,15,5,7,13.2,12,56.7,70.0
2,3,1,14,9,11,11.7,14,89.4,111.0
1,5,4,10,11,13,18.4,34,168.0,180.0
5,4,5,8,4,7,17.9,28,57.0,76.7
4,2,6,13,9,10,13.4,19,95.6,129.9
10,5,5,15,9,11,18.5,34,144.1,176.7
2,5,2,13,6,7,19.0,25,99.2,119.9
3,4,2,12,2,5,19.4,10,35.6,42.7
7,2,3,15,3,6,16.7,15,43.5,54.3
7,4,5,9,9,14,19.3,18,141.3,180.0
4,2,2,8,12,14,14.3,14,143.2,171.9
5,4,6,8,8,13,17.1,23,116.7,138.7
5,5,0,11,3,5,20.2,19,51.9,82.7
6,5,4,13,2,5,20.9,11,34.8,52.0
9,1,0,16,13,16,12.0,14,133.4,180.0
2,3,4,8,1,5,10.5,10,9.0,17.3
5,4,6,8,4,8,16.2,34,55.4,69.2
3,1,5,12,3,6,10.8,19,25.6,43.3
4,3,3,17,12,15,13.3,34,138.9,180.0
10,4,2,12,12,13,19.4,31,196.4,180.0
6,2,2,12,7,8,15.7,18,89.5,133.9
8,3,2,17,6,11,13.8,12,68.1,95.3
1,5,5,13,5,9,20.0,24,84.1,104.8
10,1,4,15,10,14,11.7,13,102.1,132.6
8,3,6,10,11,14,13.9,22,129.6,180.0
7,3,2,16,1,4,13.4,15,10.8,16.2
1,5,0,8,2,7,19.2,29,29.0,42.1
2,4,2,11,9,13,16.8,26,130.8,177.4
3,2,5,16,8,9,15.2,32,101.4,138.7
1,5,6,15,12,14,19.8,14,201.8,180.0
9,2,3,17,8,13,16.5,24,116.7,146.5
8,4,6,16,14,16,16.4,17,196.7,180.0
2,3,0,8,4,5,11.0,34,32.6,52.3
9,2,2,16,13,14,16.0,14,171.6,180.0
7,1,2,10,2,4,8.4,33,14.1,20.9
9,1,1,17,1,6,9.3,22,4.3,13.3
6,5,4,16,7,9,19.5,10,118.3,169.5
6,4,0,8,14,19,18.5,10,220.2,180.0
4,5,1,8,5,10,18.6,16,79.7,98.1
10,5,6,16,9,12,21.4,31,161.9,180.0
10,5,3,13,10,14,19.8,14,173.4,180.0
2,1,4,11,11,15,11.7,23,117.6,170.6
7,1,0,14,6,7,9.9,24,49.5,65.4
5,5,2,12,0,3,19.1,30,1.1,6.4
6,1,6,17,0,4,8.6,34,0.3,0.0
2,4,0,14,9,14,16.0,26,121.7,164.2
5,5,2,15,1,6,20.1,33,14.6,21.9
10,1,4,15,9,11,8.4,27,61.2,87.5
4,2,2,8,14,16,14.6,16,169.9,180.0
9,5,3,15,2,7,20.4,31,35.8,42.9
6,5,6,13,11,16,19.1,27,177.1,180.0
2,4,5,11,0,2,16.7,28,0.0,0.0
1,3,2,15,13,17,13.1,29,146.1,179.5
5,3,3,10,4,5,13.8,16,46.8,62.8
9,4,5,11,14,16,16.4,17,199.2,180.0
6,4,6,13,14,18,16.6,22,198.9,180.0
10,4,4,14,2,6,19.8,27,29.3,46.0
7,3,4,11,0,4,10.2,33,0.0,6.8
5,4,6,11,7,10,19.9,20,116.3,162.7
10,1,6,14,11,14,8.0,18,73.1,97.6
6,5,0,13,10,14,21.5,32,185.5,180.0
5,5,3,15,5,10,19.2,10,81.7,101.6
9,2,3,8,8,11,16.8,31,117.3,134.8
6,2,6,17,2,4,14.3,17,20.3,30.7
8,5,1,14,8,11,20.6,30,143.1,170.1
2,1,1,14,8,13,8.3,21,58.7,80.3
9,3,5,14,14,15,11.0,11,124.5,161.5
5,3,5,14,11,14,13.1,24,126.4,157.7
7,1,1,17,14,18,10.1,30,120.6,165.6
10,3,6,17,12,16,13.7,33,141.0,180.0
1,4,6,15,11,15,17.7,27,163.0,180.0
10,5,5,16,0,1,21.5,26,3.8,2.2
5,5,2,16,2,7,19.8,24,30.1,44.5
10,1,6,9,5,7,11.9,29,53.1,65.0
2,3,1,14,7,12,13.8,29,84.8,101.7
6,2,3,14,3,4,14.3,18,33.6,37.0
1,2,6,11,4,8,16.5,12,62.2,83.8
3,3,6,16,8,13,13.4,29,91.7,128.7
5,2,2,15,5,7,13.8,28,60.8,80.1
4,1,5,8,11,15,10.5,27,93.6,124.7
3,1,6,9,6,8,8.3,29,48.6,52.7
10,3,4,9,6,9,13.3,17,64.4,95.9
5,2,0,15,3,5,13.7,10,38.0,51.1
8,1,1,8,3,7,8.3,33,18.1,34.9
4,1,4,11,3,6,9.6,33,22.6,39.3
1,4,5,17,13,17,18.3,24,204.7,180.0
7,4,3,12,14,18,19.4,28,234.2,180.0
8,1,0,16,10,13,11.9,19,97.3,152.6
3,3,4,14,4,6,11.8,21,43.2,48.5
6,5,0,15,4,5,18.2,15,65.2,85.9
2,5,1,16,7,8,21.0,22,122.1,168.0
7,1,5,14,8,9,10.3,13,74.6,88.9
8,1,6,12,1,2,9.8,22,4.0,12.8
6,1,3,12,10,15,9.2,26,76.6,119.9
6,3,5,17,6,7,12.0,10,62.7,86.3
5,4,0,13,0,3,17.4,14,0.0,0.0
8,1,4,12,0,1,11.0,33,0.8,0.0
1,1,1,16,3,7,10.2,26,26.7,33.6
10,2,1,10,9,10,16.5,27,125.7,178.1
4,3,5,10,6,8,12.2,16,64.6,84.0
4,1,6,14,1,4,9.0,25,6.9,15.3
3,2,4,14,10,13,16.4,17,140.1,180.0
3,5,6,13,1,6,20.2,21,20.6,19.7
4,1,6,10,0,4,8.8,23,2.4,1.3
1,1,4,14,9,12,10.5,28,82.6,110.0
2,2,0,12,1,3,14.4,20,8.8,23.3
9,3,5,14,12,13,13.4,21,138.0,173.5
10,1,5,9,14,17,9.8,22,114.1,139.1
2,5,2,13,6,8,20.9,17,102.8,128.2
5,1,5,15,8,9,8.4,10,56.8,70.5
9,5,1,8,5,10,19.6,18,80.5,97.3
9,4,0,11,9,12,19.9,11,154.9,180.0
8,4,4,8,1,4,19.2,23,18.8,24.9
1,5,5,8,11,13,18.6,22,168.6,180.0
1,3,0,17,14,18,11.1,25,129.7,180.0
9,1,5,15,9,14,9.3,11,66.9,102.4
8,1,4,14,14,18,10.6,13,124.8,173.3
10,4,3,17,9,12,19.0,21,146.9,180.0
9,5,4,8,12,16,21.0,25,213.5,180.0
7,1,4,9,8,9,10.0,19,66.5,93.9
3,1,4,11,6,11,11.2,12,61.2,90.2
3,3,5,8,10,14,11.7,13,92.9,116.9
2,2,2,10,0,1,13.5,15,3.7,0.0
5,4,4,15,11,13,18.3,32,169.1,180.0
3,4,1,15,8,12,19.8,14,134.5,172.2
6,2,1,15,1,6,16.2,27,12.2,20.6
2,1,0,13,3,4,10.3,12,30.9,40.5
3,3,2,13,8,12,12.6,19,81.9,106.1
5,3,0,12,3,5,13.7,20,35.0,54.2
1,4,1,16,2,6,17.7,28,31.7,46.3
1,3,6,11,0,1,11.3,23,0.0,7.2
10,2,1,17,6,10,16.9,30,83.5,121.8
9,1,3,14,14,19,11.5,20,135.9,165.6
7,2,4,8,5,8,14.3,30,58.1,82.3
1,5,6,16,9,10,19.9,13,149.4,180.0
8,4,1,14,3,4,17.7,33,44.0,53.9
3,3,5,17,5,6,10.6,31,47.0,62.8
8,5,5,16,5,6,21.8,15,91.8,126.4
5,3,0,14,12,16,11.6,26,121.7,165.4
1,1,6,9,3,8,11.5,31,26.3,45.2
7,1,0,13,13,15,8.8,28,93.0,131.4
5,1,4,17,12,17,10.2,22,109.7,151.0
6,3,4,11,5,6,10.1,31,40.9,68.3
6,5,3,10,9,13,21.1,19,157.2,180.0
8,1,2,9,10,14,10.3,20,82.5,108.3
9,5,0,13,7,8,20.5,15,125.2,164.6
2,3,4,15,12,16,10.2,11,103.1,145.5
9,5,0,13,2,3,18.8,10,31.3,43.7
10,3,4,16,3,8,10.3,20,25.8,41.4
9,3,1,12,9,12,11.2,25,88.4,117.8
10,4,0,9,12,16,18.5,12,188.3,180.0
10,3,1,15,11,12,12.3,14,121.7,136.5
7,3,0,16,13,14,12.4,24,138.0,180.0
1,2,2,17,14,18,15.2,24,184.0,180.0
7,1,3,11,0,2,9.1,13,2.4,0.6
10,4,5,13,3,4,17.0,32,43.2,50.9
5,4,5,17,10,14,16.5,13,138.9,180.0
6,4,5,15,9,10,19.4,17,149.4,180.0
10,2,1,16,9,11,15.5,16,119.8,164.0
7,3,6,12,11,14,10.7,34,98.8,147.2
5,1,4,13,13,15,8.7,26,96.7,134.5
7,5,5,11,8,13,21.5,24,149.9,180.0
9,3,2,12,7,11,13.0,14,83.4,108.5
3,2,5,14,10,12,15.6,22,135.5,170.2
8,3,0,16,3,6,11.6,13,35.2,49.7
2,3,1,17,11,12,11.0,31,101.4,133.5
7,2,6,13,6,10,16.9,26,88.4,106.3
2,4,0,13,9,11,19.2,31,150.8,180.0
4,4,6,15,2,5,17.2,26,26.6,33.9
7,1,0,11,8,10,11.4,23,76.0,111.0
3,1,0,10,9,14,11.0,23,89.6,133.0
2,4,3,14,3,7,17.2,26,40.9,51.9
10,5,3,12,1,2,19.7,17,12.7,20.5
7,3,4,9,9,12,10.7,11,86.8,110.9
1,5,1,9,4,6,18.4,22,66.3,76.2
8,3,2,13,1,5,12.9,31,12.3,15.4
3,4,2,15,13,15,17.1,25,188.5,180.0
2,1,2,8,9,13,11.3,25,85.0,107.1
3,1,0,13,5,10,12.0,15,51.8,63.9
5,5,3,9,10,12,18.3,31,160.3,180.0
8,1,1,9,9,14,9.9,33,76.4,84.6
10,4,0,14,0,3,19.2,13,6.5,0.3
7,5,6,17,13,18,21.2,12,231.1,180.0
7,3,3,8,5,9,13.0,15,55.4,65.5
7,1,3,13,3,6,9.4,13,22.8,34.1
8,2,5,14,2,4,14.8,27,21.9,36.3
1,1,5,15,1,3,10.4,15,8.4,0.0
4,3,1,14,6,10,13.9,14,72.1,87.8
6,5,6,13,8,9,19.3,18,132.9,147.5
9,3,1,16,11,12,13.7,20,134.5,171.2
2,2,1,10,2,4,14.1,15,25.3,34.3
1,4,0,13,5,9,20.0,25,88.3,104.3
10,1,4,11,8,9,10.7,28,72.8,120.3
2,5,1,9,1,6,19.9,20,21.9,24.0
7,4,5,8,6,8,18.5,30,101.3,111.3
3,3,4,8,4,9,11.1,24,39.3,59.2
10,5,0,17,4,8,19.1,33,62.0,89.2
2,4,4,10,10,15,16.5,18,138.2,180.0
7,5,2,11,6,7,18.5,33,95.0,121.6
2,2,6,9,8,9,14.4,28,99.2,126.8
3,2,4,8,3,6,16.1,34,43.0,57.3
7,1,1,11,8,10,10.4,28,72.3,103.6
4,1,0,14,14,18,8.4,33,100.1,139.7
1,2,6,17,13,15,16.4,18,179.4,180.0
5,5,1,13,12,17,20.4,32,209.3,180.0
9,2,6,13,10,14,16.8,13,148.7,176.5
8,1,5,16,9,13,10.7,19,84.8,112.7
9,2,2,9,8,9,13.7,18,94.8,111.7
10,2,5,11,12,17,14.9,28,155.0,180.0
9,5,1,12,3,4,20.6,24,51.4,74.1
7,4,1,8,2,3,16.1,28,25.9,34.2
4,1,1,15,1,4,8.1,11,4.6,4.1
5,5,3,15,8,9,18.5,19,125.5,147.3
1,2,2,13,11,13,14.0,28,129.7,164.9
1,2,6,12,1,5,14.7,26,16.1,18.2
3,4,1,15,5,6,17.9,29,74.9,95.1
8,1,1,10,4,6,8.6,33,26.7,38.0
2,1,6,10,13,18,10.7,30,124.0,163.0
4,3,5,9,4,8,12.4,11,40.8,50.2
2,1,5,12,3,8,9.2,28,23.9,34.8
5,4,1,10,5,7,16.1,26,69.6,93.2
9,3,0,10,4,9,10.3,27,31.6,61.8
1,3,3,13,10,15,11.6,26,102.0,123.9
5,2,5,15,3,8,13.6,11,36.6,52.2
9,2,0,9,12,13,14.5,28,152.6,180.0
1,1,3,11,8,9,10.5,10,69.4,91.6
9,3,1,14,12,13,12.2,20,124.6,157.0
8,2,2,8,5,9,13.9,34,59.3,68.1
4,4,4,8,10,12,17.4,19,148.5,180.0
10,2,4,17,9,10,15.5,14,113.9,170.2
5,2,1,14,9,14,16.4,25,126.1,163.6
5,3,5,14,12,17,13.0,33,128.5,170.4
6,3,0,8,9,14,12.2,14,94.5,124.9
7,5,2,8,12,17,19.4,33,192.0,180.0
8,4,6,11,2,5,17.5,32,24.1,43.6
8,3,3,12,9,13,13.5,21,105.9,149.9
2,1,1,12,5,7,8.2,13,33.0,50.5
9,4,2,11,13,15,20.0,32,217.5,180.0
7,4,2,15,0,1,18.7,15,3.8,0.0
4,3,5,14,4,7,12.7,28,44.2,54.4
4,4,3,16,9,11,16.2,18,126.2,170.3
8,3,2,14,5,9,12.4,21,52.3,68.3
4,2,5,17,14,19,14.9,24,185.8,180.0
6,5,0,8,10,11,18.4,25,154.8,180.0
5,2,5,14,7,11,14.1,22,89.2,102.7
3,3,0,8,10,12,13.6,34,115.1,158.7
10,3,0,14,14,17,12.2,30,140.2,180.0
2,2,6,17,14,15,14.7,33,175.8,180.0
9,1,6,15,8,10,8.3,16,57.3,74.5
10,1,2,16,10,11,10.9,34,89.1,121.9
9,1,5,10,2,4,10.8,32,15.6,26.4
1,3,6,11,1,6,12.5,29,10.5,17.4
10,4,0,11,12,15,18.0,13,185.1,180.0
3,3,6,16,3,8,11.7,20,22.5,52.6
8,4,3,14,7,9,18.4,17,112.5,131.9
6,2,2,10,10,14,13.9,15,117.0,169.6
5,5,5,17,7,12,21.8,34,125.5,165.9
5,4,5,12,2,6,18.4,19,34.0,46.9
6,1,4,14,3,5,9.2,16,23.5,37.6
7,3,5,15,2,5,11.8,16,23.7,24.0
1,2,2,8,9,13,16.2,13,125.4,142.5
9,1,3,9,1,3,8.6,12,7.3,10.0
3,2,5,14,3,7,14.2,33,35.7,46.1
4,5,4,9,5,10,20.7,16,89.5,121.8
10,3,2,14,10,12,11.3,13,94.5,126.7
1,3,0,16,13,18,13.2,22,143.0,180.0
10,5,1,9,10,11,18.5,29,159.3,180.0
3,3,1,14,4,6,13.1,26,43.9,50.5
2,4,0,11,2,6,16.3,16,27.8,45.0
2,2,6,9,1,2,13.1,26,14.4,16.0
1,1,5,14,8,13,11.6,13,78.5,97.1
8,5,1,12,14,19,20.3,20,241.9,180.0
3,4,6,8,0,4,17.4,12,0.0,3.9
3,1,1,12,8,9,8.9,20,62.0,86.8
6,1,0,10,0,3,10.5,12,1.0,0.0
8,5,5,14,14,18,20.0,21,241.1,180.0
9,4,5,13,13,18,20.0,10,218.9,180.0
9,1,6,15,6,8,11.9,13,59.5,76.5
4,1,0,12,5,6,10.5,23,47.2,69.8
5,4,6,9,6,9,17.8,10,91.4,111.9
2,3,5,16,14,16,12.0,23,139.7,180.0
9,1,5,15,2,3,10.7,22,22.2,24.5
8,2,2,13,13,17,13.4,22,143.0,180.0
3,4,6,17,2,6,17.3,33,31.8,41.3
9,1,2,14,12,13,8.3,24,80.9,100.5
3,5,0,16,10,13,18.3,26,161.2,180.0
9,2,3,14,0,1,13.8,21,0.0,0.7
2,1,1,10,3,5,9.9,31,28.8,33.9
10,2,2,13,11,13,16.1,32,150.7,180.0
9,2,1,14,1,5,14.9,23,11.6,14.8
8,3,4,9,9,10,11.3,21,87.3,118.2
9,2,0,10,7,11,13.3,27,81.2,124.0
5,3,3,11,2,5,12.2,13,18.0,33.5
2,4,4,17,6,8,17.1,23,84.7,131.6
8,3,4,13,6,11,12.5,28,65.5,90.5
6,5,5,8,11,16,21.9,22,199.7,180.0
8,1,4,16,8,9,8.4,34,55.7,91.0
5,4,0,12,5,6,16.8,32,80.7,115.7
10,4,2,14,0,5,17.9,27,0.0,0.6
2,5,0,16,7,8,21.9,20,133.6,180.0
6,3,2,16,0,2,13.1,15,0.0,0.0
5,1,4,8,2,5,11.6,18,21.2,20.2
5,3,4,8,10,13,11.3,21,98.3,128.2
1,2,3,10,4,8,17.0,28,61.1,79.9
2,3,2,13,7,9,10.4,23,61.3,76.0
8,4,4,9,8,9,16.2,24,116.2,143.3
3,1,5,17,14,15,11.4,20,134.2,180.0
10,3,1,8,6,10,13.7,15,70.6,87.2
3,1,3,8,8,12,8.4,23,57.6,69.8
8,1,0,12,10,11,8.5,12,68.5,114.6
8,2,3,11,2,3,13.1,28,21.5,34.4
2,2,1,8,12,14,13.4,29,137.3,177.5
8,4,2,11,4,8,16.8,34,56.0,86.0
1,5,0,10,9,11,21.9,20,174.7,180.0
6,1,0,9,7,8,10.7,33,61.0,83.7
8,5,2,16,11,16,21.1,26,201.0,180.0
3,4,6,8,0,5,19.1,26,2.6,3.8
8,1,6,14,7,8,10.1,32,60.3,72.9
1,1,3,11,6,10,11.2,12,54.5,85.3
9,5,4,12,0,5,20.4,23,0.0,0.0
9,3,6,17,12,16,11.3,16,113.3,155.6
5,2,3,12,12,17,15.2,34,150.1,180.0
10,3,6,8,9,13,12.1,28,89.8,114.6
4,5,1,13,11,16,21.3,12,194.6,180.0
6,2,5,16,9,13,16.9,11,133.5,173.5
7,3,4,9,14,16,11.6,26,140.4,180.0
5,2,3,14,11,15,16.1,18,152.5,180.0
10,1,5,13,5,7,8.4,31,37.5,41.4
9,3,5,12,0,2,13.1,15,0.5,2.3
3,2,6,11,1,2,14.5,33,16.7,19.3
7,2,2,11,4,6,13.2,30,42.9,59.7
10,2,1,13,1,4,14.5,18,12.6,16.7
10,3,1,11,13,15,12.4,14,139.7,180.0
5,4,1,12,9,13,16.5,11,122.1,180.0
7,3,4,13,0,2,13.7,31,9.3,0.0
2,5,0,12,5,9,18.3,24,77.9,117.7
4,3,4,14,7,11,13.7,18,82.1,106.2
2,2,3,16,7,10,15.8,28,98.0,121.4
7,1,5,17,12,14,9.3,19,97.8,136.4
2,3,5,14,12,14,11.6,13,118.1,147.9
1,3,0,14,7,12,13.0,19,77.5,106.4
9,2,3,11,10,15,15.4,17,126.4,180.0
1,1,0,8,5,6,10.7,31,43.7,65.4
8,1,5,15,10,14,9.6,22,82.8,99.3
2,5,6,11,2,5,20.0,16,35.2,51.6
8,3,4,8,0,5,14.0,16,3.7,0.0
3,1,1,12,1,3,8.9,13,7.2,9.1
6,1,5,15,4,5,9.7,24,28.7,44.2
3,4,2,11,12,15,17.2,21,178.3,180.0
7,4,1,15,9,11,19.1,25,150.1,179.4
10,1,5,15,4,6,11.1,15,40.3,43.0
9,5,4,10,9,13,19.2,18,146.2,180.0
2,1,0,16,13,17,8.3,12,95.1,140.1
5,2,6,10,0,5,13.0,17,10.3,0.0
6,3,6,8,0,5,11.7,16,0.3,8.0
4,5,1,9,14,16,19.6,13,229.8,180.0
4,2,4,13,8,10,17.0,22,113.5,151.1
4,5,6,17,1,6,19.9,28,18.8,22.8
2,2,6,9,6,11,14.0,16,66.7,78.3
4,3,3,13,9,11,13.6,19,104.3,122.0
1,3,2,8,3,6,12.0,34,31.6,41.4
6,4,1,8,6,8,18.4,21,98.4,114.5
1,2,0,12,7,10,13.4,12,83.6,129.8
10,4,6,17,4,7,17.5,34,62.2,86.8
6,2,3,16,12,14,16.8,33,164.6,180.0
1,4,4,15,11,12,18.4,21,174.4,180.0
6,3,6,10,11,16,11.4,28,108.5,152.2
10,5,2,10,0,4,20.5,24,0.8,0.0
8,4,0,8,3,5,19.6,17,44.9,61.7
2,2,4,10,9,12,14.1,21,105.5,166.9
2,2,4,8,2,4,15.0,29,22.0,37.5
4,3,1,15,9,14,13.8,15,99.8,132.7
3,2,6,8,14,17,13.7,19,162.9,180.0
4,1,1,12,11,15,10.9,11,99.3,148.9
7,5,0,16,4,8,20.5,33,77.4,108.9
1,4,6,14,9,13,18.7,22,142.7,178.7
6,5,5,11,12,13,19.4,34,201.8,180.0
3,3,6,16,9,12,11.3,16,81.4,115.2
10,4,5,16,12,15,18.7,17,189.5,180.0
7,4,4,9,5,6,16.9,32,72.0,96.3
10,1,1,17,1,4,9.7,25,5.5,14.7
2,3,2,17,6,7,10.8,20,53.6,75.9
2,2,6,13,12,14,13.0,13,132.3,162.9
4,1,2,11,2,7,11.9,26,19.5,27.4
1,1,6,15,14,18,9.7,25,121.3,144.8
3,5,4,14,0,1,21.9,28,1.1,4.4
9,5,1,14,9,10,18.6,32,143.4,170.3
7,5,0,17,2,3,20.3,20,36.2,54.3
7,1,0,16,8,10,8.8,16,61.7,93.2
4,2,0,12,9,10,16.2,22,123.4,180.0
2,4,6,13,10,15,19.1,28,161.7,180.0
4,5,6,8,10,15,18.5,26,157.3,180.0
6,2,2,13,14,18,16.6,34,201.6,180.0
3,3,1,9,5,7,10.8,31,49.2,59.1
1,5,6,13,10,15,20.5,22,173.1,180.0
8,4,1,16,5,8,19.9,21,87.1,110.1
5,3,2,15,3,6,13.5,16,33.9,43.2
5,3,6,16,14,17,13.8,10,164.6,180.0
4,4,0,17,7,8,17.4,10,101.9,146.1
6,5,0,15,4,5,18.4,29,62.1,82.7
3,1,4,10,6,9,8.8,32,48.7,67.7
9,4,5,15,8,12,18.0,23,122.7,152.4
5,4,3,13,12,16,19.2,24,196.0,180.0
3,4,5,13,12,13,16.6,20,165.0,180.0
1,3,6,13,13,16,12.6,33,138.7,179.2
10,2,1,10,4,8,14.3,18,47.9,69.2
6,1,6,17,10,11,9.4,26,77.1,104.6
2,5,1,8,13,16,20.6,13,228.2,180.0
3,5,1,11,4,6,19.9,29,66.3,92.6
1,2,5,17,13,16,16.2,28,179.8,180.0
9,4,3,13,3,6,16.6,16,42.8,51.3
8,1,4,17,5,10,11.2,10,44.6,69.2
2,5,5,9,1,6,18.3,18,14.3,24.2
8,5,3,14,2,4,18.8,22,32.2,38.4
9,4,0,14,0,2,18.6,33,3.6,0.0
1,2,0,11,1,4,16.4,11,14.7,25.0
5,1,1,11,1,5,9.0,11,5.7,8.0
8,2,2,8,7,9,14.3,33,86.3,100.0
2,2,6,9,7,10,15.1,24,95.3,115.8
4,1,6,16,1,2,8.8,26,10.3,5.9
7,1,1,17,12,17,11.2,22,116.3,147.7
3,5,2,15,13,17,21.1,16,235.3,180.0
5,5,3,15,5,8,18.6,18,83.3,95.7
8,1,0,16,14,15,9.9,21,120.5,173.6
10,3,6,14,4,9,13.1,12,46.2,55.6
3,5,5,16,2,3,19.3,32,36.1,45.0
4,3,2,17,4,7,12.5,31,39.4,55.6
9,1,3,9,4,6,8.2,24,23.4,41.7
7,5,0,13,4,9,20.4,16,69.9,88.5
1,2,5,10,2,3,13.6,32,23.3,34.6
4,1,2,13,14,16,11.3,10,133.1,169.1
4,4,1,10,2,6,17.4,23,32.1,40.0
9,3,1,15,3,6,11.1,28,22.8,32.3
6,1,1,11,6,9,11.4,25,56.3,87.0
9,1,6,17,11,16,8.2,19,75.2,103.3
6,5,3,13,11,12,19.6,10,178.2,180.0
6,5,1,16,11,15,19.5,14,186.6,180.0
5,5,6,9,13,18,19.1,12,207.4,180.0
5,4,4,9,1,6,19.6,26,14.9,17.4
2,5,6,14,9,10,21.0,27,163.4,180.0
8,1,0,9,3,7,8.3,30,23.0,28.6
8,5,6,9,3,4,20.9,28,49.9,63.0
1,2,3,11,0,3,15.1,31,2.0,2.5
8,5,5,16,9,11,21.6,34,166.1,180.0
5,4,6,15,7,10,17.3,31,109.6,133.6
2,2,1,9,0,3,15.3,27,1.2,0.0
2,1,0,15,7,12,10.0,25,59.1,86.3
6,1,2,11,6,9,10.0,11,48.2,76.2
9,3,1,9,8,12,11.8,24,78.2,100.0
1,2,0,17,7,10,13.8,22,79.8,125.2
6,3,4,14,4,8,13.0,22,48.4,65.0
9,2,2,13,7,8,14.8,25,88.1,102.1
8,2,4,17,13,18,16.8,17,187.7,180.0
6,4,5,12,14,18,17.0,20,207.4,180.0
3,3,0,8,10,13,12.7,17,101.1,142.0
8,4,4,9,9,14,19.8,31,155.0,180.0
9,2,5,15,11,16,15.7,19,146.5,180.0
